name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
Dimethyl:2H(4)13C(2) (K)	K		None	C'2H'4		510	34.063117	true	D6a	true	non_hardcoded
Dimethyl:2H(4)13C(2) (N-term)		N	None	C'2H'4		510	34.063117	true	D6a	true	non_hardcoded
Dimethyl:2H(4)13C(2) (R)	R		None	C'2H'4		510	34.063117	true	D6a	true	non_hardcoded
DimethylamineGMBS (C)	C		None	H21C13N3O3		943	267.158292	true		true	non_hardcoded
Dimethylaminoethyl (C)	C		None	H9C4N		1846	71.073499	true		true	non_hardcoded
DimethylArsino (C)	C		None	H5C2As		902	103.960719	true		true	non_hardcoded
Dimethylphosphothione (C)	C		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
Dimethylphosphothione (H)	H		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
Dimethylphosphothione (K)	K		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
Dimethylphosphothione (S)	S		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
Dimethylphosphothione (T)	T		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
Dimethylphosphothione (Y)	Y		None	H5C2O2PS		1987	123.974787	true		true	non_hardcoded
DimethylpyrroleAdduct (K)	K		None	H6C6		316	78.04695	true	DpA	true	non_hardcoded
Dioxidation (C)	C		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (E)	E		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (F)	F		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (I)	I		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (K)	K		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (L)	L		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (P)	P		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (R)	R		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (U)	U		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (V)	V		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (W)	W		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Dioxidation (Y)	Y		None	O2		425	31.989829	true	2Ox	true	non_hardcoded
Diphthamide (H)	H		None	H14C7N2O		375	142.110613	true	Dip	true	non_hardcoded
Dipyridyl (C)	C		None	H11C13N3O		1277	225.090212	true		true	non_hardcoded
Dipyrrolylmethanemethyl (C)	C		None	H22C20N2O8		416	418.137616	true	dpM	true	non_hardcoded
DMPO (C)	C		None	H9C6NO		1017	111.068414	true	DPO	true	non_hardcoded
DMPO (H)	H		None	H9C6NO		1017	111.068414	true	DPO	true	non_hardcoded
DMPO (Y)	Y		None	H9C6NO		1017	111.068414	true	DPO	true	non_hardcoded
DNCB_hapten (C)	C		None	H2C6N2O4		1331	166.001457	true		true	non_hardcoded
DNCB_hapten (H)	H		None	H2C6N2O4		1331	166.001457	true		true	non_hardcoded
DNCB_hapten (K)	K		None	H2C6N2O4		1331	166.001457	true		true	non_hardcoded
DNCB_hapten (Y)	Y		None	H2C6N2O4		1331	166.001457	true		true	non_hardcoded
dNIC (K)	K		None	HH'3C6NO		698	109.048119	true		true	non_hardcoded
dNIC (N-term)		N	None	HH'3C6NO		698	109.048119	true		true	non_hardcoded
DNPS (C)	C		None	H3C6N2O4S		941	198.981352	true		true	non_hardcoded
DNPS (W)	W		None	H3C6N2O4S		941	198.981352	true		true	non_hardcoded
DTT (C)	C		None	H8C4O2S2		1871	151.996571	true		true	non_hardcoded
DVFQQQTGG (K)	K		None	H60C41N12O15		2085	960.43011	true		true	non_hardcoded
DyLight-maleimide (C)	C		None	H48C39N4O15S4		890	940.1999	true		true	non_hardcoded
DYn-2 (C)	C		None	H13C11O		1872	161.09664	true		true	non_hardcoded
EDEDTIDVFQQQTGG (K)	K		None	H102C69N18O30		1406	1662.700924	true		true	non_hardcoded
EDT-iodoacetyl-PEO-biotin (S)	S		None	H34C20N4O4S3		118	490.174218	true	EPB	true	non_hardcoded
EDT-iodoacetyl-PEO-biotin (T)	T		None	H34C20N4O4S3		118	490.174218	true	EPB	true	non_hardcoded
EDT-maleimide-PEO-biotin (S)	S		None	H39C25N5O6S3		93	601.206246	true		true	non_hardcoded
EDT-maleimide-PEO-biotin (T)	T		None	H39C25N5O6S3		93	601.206246	true		true	non_hardcoded
EEEDVIEVYQEQTGG (K)	K		None	H107C72N17O31		1405	1705.73189	true		true	non_hardcoded
EGCG1 (C)	C		None	H16C22O11		1002	456.069261	true	EGG	true	non_hardcoded
EGCG2 (C)	C		None	H11C15O6		1003	287.055563	true	DEG	true	non_hardcoded
EHD-diphenylpentanone (C)	C		None	H18C18O2		1317	266.13068	true		true	non_hardcoded
EHD-diphenylpentanone (M)	M		None	H18C18O2		1317	266.13068	true		true	non_hardcoded
EQAT (C)	C		None	C10H20N2O		197	184.157563	true	EQ0	true	non_hardcoded
EQIGG (K)	K		None	H32C20N6O8		846	484.228162	true		true	non_hardcoded
ESP (K)	K		None	C16H26N4O2S		90	338.177647	true	E00	true	non_hardcoded
ESP (N-term)		N	None	C16H26N4O2S		90	338.177647	true	E00	true	non_hardcoded
Ethanedithiol (S)	S		None	H4C2S2 - O		200	75.980527	true	Edl	true	non_hardcoded
Ethanedithiol (T)	T		None	H4C2S2 - O		200	75.980527	true	Edl	true	non_hardcoded
Ethanolamine (C)	C		None	H5C2N		734	43.042199	true		true	non_hardcoded
Ethanolamine (C-term)		C	None	H5C2N		734	43.042199	true		true	non_hardcoded
Ethanolamine (D)	D		None	H5C2N		734	43.042199	true		true	non_hardcoded
Ethanolamine (E)	E		None	H5C2N		734	43.042199	true		true	non_hardcoded
Ethanolyl (C)	C		None	H4C2O		278	44.026215	true	EtO	true	non_hardcoded
Ethanolyl (K)	K		None	H4C2O		278	44.026215	true	EtO	true	non_hardcoded
Ethanolyl (R)	R		None	H4C2O		278	44.026215	true	EtO	true	non_hardcoded
Ethyl (C-term)		C	None	H4C2		280	28.0313	true	1Et	true	non_hardcoded
Ethyl (D)	D		None	H4C2		280	28.0313	true	1Et	true	non_hardcoded
Ethyl (E)	E		None	H4C2		280	28.0313	true	1Et	true	non_hardcoded
Ethyl (K)	K		None	H4C2		280	28.0313	true	1Et	true	non_hardcoded
Ethyl (N-term)		N	None	H4C2		280	28.0313	true	1Et	true	non_hardcoded
Ethyl+Deamidated (N)	N		None	H3C2O - N		931	29.015316	true	EOD	true	non_hardcoded
Ethyl+Deamidated (Q)	Q		None	H3C2O - N		931	29.015316	true	EOD	true	non_hardcoded
ethylamino (S)	S		None	H5C2N - O		926	27.047285	true		true	non_hardcoded
ethylamino (T)	T		None	H5C2N - O		926	27.047285	true		true	non_hardcoded
Ethylphosphate (K)	K		None	H5C2O3P		726	107.997631	true		true	non_hardcoded
Ethylphosphate (N-term)		N	None	H5C2O3P		726	107.997631	true		true	non_hardcoded
Ethylphosphate (S)	S		None	H5C2O3P		726	107.997631	true		true	non_hardcoded
Ethylphosphate (T)	T		None	H5C2O3P		726	107.997631	true		true	non_hardcoded
Ethylphosphate (Y)	Y		None	H5C2O3P		726	107.997631	true		true	non_hardcoded
ethylsulfonylethyl (C)	C		None	H8C4O2S		1381	120.0245	true		true	non_hardcoded
ethylsulfonylethyl (H)	H		None	H8C4O2S		1381	120.0245	true		true	non_hardcoded
ethylsulfonylethyl (K)	K		None	H8C4O2S		1381	120.0245	true		true	non_hardcoded
Ethynyl (C)	C		None	C2		2081	24	true		true	non_hardcoded
ExacTagAmine (K)	K		None	H52C25C'12N8N'6O19S		741	1046.347854	true		true	non_hardcoded
ExacTagThiol (C)	C		None	H50C23C'12N8N'6O18		740	972.365219	true		true	non_hardcoded
FAD (C)	C		None	H31C27N9O15P2		50	783.141486	true	FAD	true	non_hardcoded
FAD (H)	H		None	H31C27N9O15P2		50	783.141486	true	FAD	true	non_hardcoded
FAD (Y)	Y		None	H31C27N9O15P2		50	783.141486	true	FAD	true	non_hardcoded
Farnesyl (C)	C		None	H24C15		44	204.187801	true	Far	true	non_hardcoded
Fluorescein (C)	C		None	H13C22NO6		128	387.074287	true	Fsc	true	non_hardcoded
Fluorescein-tyramine (Y)	Y		None	H19C29NO7		1801	493.116152	true		true	non_hardcoded
Fluoro (A)	A		None	F - H		127	17.990578	true	+1F	true	non_hardcoded
Fluoro (F)	F		None	F - H		127	17.990578	true	+1F	true	non_hardcoded
Fluoro (W)	W		None	F - H		127	17.990578	true	+1F	true	non_hardcoded
Fluoro (Y)	Y		None	F - H		127	17.990578	true	+1F	true	non_hardcoded
FMN (S)	S		None	H19C17N4O8P		442	438.094051	true	FMN	true	non_hardcoded
FMN (T)	T		None	H19C17N4O8P		442	438.094051	true	FMN	true	non_hardcoded
FMNC (C)	C		None	H21C17N4O9P		443	456.104615	true	FNC	true	non_hardcoded
FMNH (C)	C		None	H19C17N4O9P		409	454.088965	true	FNH	true	non_hardcoded
FMNH (H)	H		None	H19C17N4O9P		409	454.088965	true	FNH	true	non_hardcoded
FNEM (C)	C		None	H13C24NO7		515	427.069202	true		true	non_hardcoded
Formyl (K)	K		None	CO		122	27.994915	true	Frm	true	non_hardcoded
Formyl (S)	S		None	CO		122	27.994915	true	Frm	true	non_hardcoded
Formyl (T)	T		None	CO		122	27.994915	true	Frm	true	non_hardcoded
Formylasparagine (H)	H		None	O2 - HCN		1917	4.97893	true		true	non_hardcoded
FP-Biotin (K)	K		None	H49C27N4O5PS		325	572.316129	true		true	non_hardcoded
FP-Biotin (S)	S		None	H49C27N4O5PS		325	572.316129	true		true	non_hardcoded
FP-Biotin (T)	T		None	H49C27N4O5PS		325	572.316129	true		true	non_hardcoded
FP-Biotin (Y)	Y		None	H49C27N4O5PS		325	572.316129	true		true	non_hardcoded
FTC (C)	C		None	H15C21N3O5S		478	421.073241	true	FTC	true	non_hardcoded
FTC (K)	K		None	H15C21N3O5S		478	421.073241	true	FTC	true	non_hardcoded
FTC (P)	P		None	H15C21N3O5S		478	421.073241	true	FTC	true	non_hardcoded
FTC (R)	R		None	H15C21N3O5S		478	421.073241	true	FTC	true	non_hardcoded
FTC (S)	S		None	H15C21N3O5S		478	421.073241	true	FTC	true	non_hardcoded
Furan (Y)	Y		None	H2C4O		1278	66.010565	true		true	non_hardcoded
G-H1 (R)	R		None	C2O		860	39.994915	true		true	non_hardcoded
Galactosyl (K)	K		None	H10C6O6		907	178.047738	true	OH1	true	non_hardcoded
Galactosyl (N-term)		N	None	H10C6O6		907	178.047738	true	OH1	true	non_hardcoded
GEE (Q)	Q		None	H6C4O2		1824	86.036779	true		true	non_hardcoded
GeranylGeranyl (C)	C		None	H32C20		48	272.250401	true	2Ge	true	non_hardcoded
GG (C)	C		None	H6C4N2O2		121	114.042927	true	UGG	true	non_hardcoded
GG (K)	K		None	H6C4N2O2		121	114.042927	true	UGG	true	non_hardcoded
GG (S)	S		None	H6C4N2O2		121	114.042927	true	UGG	true	non_hardcoded
GG (T)	T		None	H6C4N2O2		121	114.042927	true	UGG	true	non_hardcoded
GGQ (K)	K		None	H14C9N4O4		1292	242.101505	true	GGQ	true	non_hardcoded
GIST-Quat (K)	K		None	C7H13NO	H9C3N	60	127.099714	true	GQ0	true	non_hardcoded
GIST-Quat (N-term)		N	None	C7H13NO	H9C3N	60	127.099714	true	GQ0	true	non_hardcoded
Glu (E)	E		None	H7C5NO3		450	129.042593	true		true	non_hardcoded
Glu+O(2) (H)	H		None	H7C5NO5		2037	161.032422	true		true	non_hardcoded
Glu->pyro-Glu+Methyl (N-term E)	E	N	None	C - O		1826	-3.994915	true		true	non_hardcoded
glucosone (R)	R		None	H8C6O5		981	160.037173	true		true	non_hardcoded
Glucosylgalactosyl (K)	K		None	H20C12O11	H20C12O11	393	340.100562	true	OH2	true	non_hardcoded
Glucuronyl (ST)	S, T		None	H8C6O6	H8C6O6	54	176.032088	true	GCn	true	non_hardcoded
GluGlu (E)	E		None	H14C10N2O6		451	258.085186	true		true	non_hardcoded
GluGluGlu (E)	E		None	H21C15N3O9		452	387.127779	true		true	non_hardcoded
GluGluGluGlu (E)	E		None	H28C20N4O12		453	516.170373	true		true	non_hardcoded
Gluratylation (K)	K		None	H6C5O3		1848	114.031694	true		true	non_hardcoded
Glutathione (C)	C		None	H15C10N3O6S		55	305.068156	true	GSO	true	non_hardcoded
Gly (K)	K		None	H3C2NO		1263	57.021464	true		true	non_hardcoded
Gly (S)	S		None	H3C2NO		1263	57.021464	true		true	non_hardcoded
Gly (T)	T		None	H3C2NO		1263	57.021464	true		true	non_hardcoded
Gly+O(2) (H)	H		None	H3C2NO3		2034	89.011293	true		true	non_hardcoded
Gly-loss+Amide (C-term G)	G	C	None	-H2C2O2		822	-58.005479	true		true	non_hardcoded
Glycerophospho (S)	S		None	H7C3O5P		419	154.00311	true	GPh	true	non_hardcoded
Glyceroyl (K)	K		None	H4C3O3		2072	88.016044	true		true	non_hardcoded
GlycerylPE (E)	E		None	H12C5NO5P		396	197.04531	true	GPE	true	non_hardcoded
glycidamide (K)	K		None	H5C3NO2		1014	87.032028	true		true	non_hardcoded
glycidamide (N-term)		N	None	H5C3NO2		1014	87.032028	true		true	non_hardcoded
Glycosyl (P)	P		None	H8C5O5		408	148.037173	true	Gsl	true	non_hardcoded
glyoxalAGE (R)	R		None	C2 - H2		1913	21.98435	true		true	non_hardcoded
GNLLFLACYCIGG (K)	K		None	H92C61N14O15S2		1991	1324.6308	true		true	non_hardcoded
Guanidinyl (N-term)		N	None	H2CN2		52	42.021798	true	1Gu	true	non_hardcoded
Haloxon (C)	C		None	H7C4O3PCl2		2006	203.950987	true		true	non_hardcoded
Haloxon (H)	H		None	H7C4O3PCl2		2006	203.950987	true		true	non_hardcoded
Haloxon (K)	K		None	H7C4O3PCl2		2006	203.950987	true		true	non_hardcoded
Haloxon (ST)	S, T		None	H7C4O3PCl2		2006	203.950987	true		true	non_hardcoded
Haloxon (Y)	Y		None	H7C4O3PCl2		2006	203.950987	true		true	non_hardcoded
HCysteinyl (C)	C		None	H7C4NO2S		1271	133.019749	true	hCy	true	non_hardcoded
HCysThiolactone (K)	K		None	H7C4NOS		1270	117.024835	true	hCo	true	non_hardcoded
Heme (C)	C		None	H32C34N4O4Fe		390	616.177295	true	HEM	true	non_hardcoded
Heme (H)	H		None	H32C34N4O4Fe		390	616.177295	true	HEM	true	non_hardcoded
Hep (K)	K		None	H12C7O6		490	192.063388	true	Hep	true	non_hardcoded
Hep (N)	N		None	H12C7O6	H12C7O6	490	192.063388	true	Hep	true	non_hardcoded
Hep (Q)	Q		None	H12C7O6		490	192.063388	true	Hep	true	non_hardcoded
Hep (R)	R		None	H12C7O6		490	192.063388	true	Hep	true	non_hardcoded
Hep (ST)	S, T		None	H12C7O6	H12C7O6	490	192.063388	true	Hep	true	non_hardcoded
Hex (C)	C		None	H10C6O5		41	162.052824	true	Hex	true	non_hardcoded
Hex (KR)	K, R		None	H10C6O5	H6O3	41	162.052824	true	Hex	true	non_hardcoded
Hex (N)	N		None	H10C6O5	H10C6O5	41	162.052824	true	Hex	true	non_hardcoded
Hex (N-term)		N	None	H10C6O5	H6O3	41	162.052824	true	Hex	true	non_hardcoded
Hex (ST)	S, T		None	H10C6O5	H10C6O5	41	162.052824	true	Hex	true	non_hardcoded
Hex (W)	W		None	H10C6O5		41	162.052824	true	Hex	true	non_hardcoded
Hex (Y)	Y		None	H10C6O5		41	162.052824	true	Hex	true	non_hardcoded
Hex(1)HexA(1) (ST)	S, T		None	H18C12O11	H18C12O11	1427	338.084912	true		true	non_hardcoded
Hex(1)HexA(1)HexNAc(1) (ST)	S, T		None	H31C20NO16	H31C20NO16	1439	541.164284	true		true	non_hardcoded
Hex(1)HexA(1)HexNAc(2) (ST)	S, T		None	H44C28N2O21	H44C28N2O21	1578	744.243657	true		true	non_hardcoded
Hex(1)HexNAc(1) (N)	N		None	H23C14NO10	H23C14NO10	793	365.132196	true	HHN	true	non_hardcoded
Hex(1)HexNAc(1) (ST)	S, T		None	H23C14NO10	H23C14NO10	793	365.132196	true	HHN	true	non_hardcoded
Hex(1)HexNAc(1)dHex(1) (N)	N		None	H33C20NO14	H33C20NO14	146	511.190105	true	K1e	true	non_hardcoded
Hex(1)HexNAc(1)dHex(1) (ST)	S, T		None	H33C20NO14	H33C20NO14	146	511.190105	true	K1e	true	non_hardcoded
Hex(1)HexNAc(1)dHex(1)Me(1) (ST)	S, T		None	H35C21NO14	H35C21NO14	1436	525.205755	true		true	non_hardcoded
Hex(1)HexNAc(1)dHex(1)Me(2) (ST)	S, T		None	H37C22NO14	H37C22NO14	1437	539.221405	true		true	non_hardcoded
Hex(1)HexNAc(1)Kdn(1)Sulf(1) (ST)	S, T		None	H37C23NO21S	H37C23NO21S	1567	695.157878	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(1) (N)	N		None	H40C25N2O18	H40C25N2O18	149	656.227613	true	NHH	true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(1) (ST)	S, T		None	H40C25N2O18	H40C25N2O18	149	656.227613	true	NHH	true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(1)Ac(1) (ST)	S, T		None	H42C27N2O19	H42C27N2O19	1786	698.238177	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(1)NeuGc(1) (ST)	S, T		None	H57C36N3O27	H57C36N3O27	1617	963.317944	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(1)Sulf(1) (ST)	S, T		None	H40C25N2O21S	H40C25N2O21S	1577	736.184427	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(2) (N)	N		None	H57C36N3O26	H57C36N3O26	160	947.323029	true	NHN	true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(2) (ST)	S, T		None	H57C36N3O26	H57C36N3O26	160	947.323029	true	NHN	true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(2)Ac(1) (ST)	S, T		None	H59C38N3O27	H59C38N3O27	1620	989.333594	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(2)Ac(2) (ST)	S, T		None	H61C40N3O28	H61C40N3O28	1630	1031.344159	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuAc(3) (ST)	S, T		None	H74C47N4O34	H74C47N4O34	1664	1238.418446	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuGc(1) (ST)	S, T		None	H40C25N2O19	H40C25N2O19	1563	672.222527	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuGc(2) (ST)	S, T		None	H57C36N3O28	H57C36N3O28	1619	979.312859	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuGc(3) (ST)	S, T		None	H74C47N4O37	H74C47N4O37	1672	1286.40319	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuGc(4) (ST)	S, T		None	H91C58N5O46	H91C58N5O46	1729	1593.493521	true		true	non_hardcoded
Hex(1)HexNAc(1)NeuGc(5) (ST)	S, T		None	H108C69N6O55	H108C69N6O55	1755	1900.583852	true		true	non_hardcoded
Hex(1)HexNAc(1)Phos(1) (ST)	S, T		None	H24C14NO13P	H24C14NO13P	1429	445.098527	true		true	non_hardcoded
Hex(1)HexNAc(1)Sulf(1) (ST)	S, T		None	H23C14NO13S	H23C14NO13S	1430	445.089011	true		true	non_hardcoded
Hex(1)HexNAc(2) (N)	N		None	H36C22N2O15	H36C22N2O15	148	568.211569	true	1K1	true	non_hardcoded
Hex(1)HexNAc(2) (ST)	S, T		None	H36C22N2O15	H36C22N2O15	148	568.211569	true	1K1	true	non_hardcoded
Hex(1)HexNAc(2)dHex(1) (N)	N		None	H46C28N2O19	H46C28N2O19	152	714.269478	true	K1F	true	non_hardcoded
Hex(1)HexNAc(2)dHex(1) (ST)	S, T		None	H46C28N2O19	H46C28N2O19	152	714.269478	true	K1F	true	non_hardcoded
Hex(1)HexNAc(2)dHex(1)Pent(1) (N)	N		None	H54C33N2O23	H54C33N2O23	155	846.311736	true	K1G	true	non_hardcoded
Hex(1)HexNAc(2)dHex(2) (N)	N		None	H56C34N2O23	H56C34N2O23	156	860.327386	true	K1H	true	non_hardcoded
Hex(1)HexNAc(2)dHex(2) (ST)	S, T		None	H56C34N2O23	H56C34N2O23	156	860.327386	true	K1H	true	non_hardcoded
Hex(1)HexNAc(2)dHex(2)Sulf(1) (ST)	S, T		None	H56C34N2O26S	H56C34N2O26S	1941	940.284201	true		true	non_hardcoded
Hex(1)HexNAc(2)NeuAc(1) (ST)	S, T		None	H53C33N3O23	H53C33N3O23	1600	859.306985	true		true	non_hardcoded
Hex(1)HexNAc(2)NeuAc(1)Sulf(1) (ST)	S, T		None	H53C33N3O26S	H53C33N3O26S	1611	939.2638	true		true	non_hardcoded
Hex(1)HexNAc(2)NeuAc(2) (ST)	S, T		None	H70C44N4O31	H70C44N4O31	1649	1150.402402	true		true	non_hardcoded
Hex(1)HexNAc(2)NeuAc(2)Sulf(1) (ST)	S, T		None	H70C44N4O34S	H70C44N4O34S	1662	1230.359217	true		true	non_hardcoded
Hex(1)HexNAc(2)NeuGc(1) (ST)	S, T		None	H53C33N3O24	H53C33N3O24	1602	875.3019	true		true	non_hardcoded
Hex(1)HexNAc(2)Pent(1) (N)	N		None	H44C27N2O19	H44C27N2O19	151	700.253828	true	K1P	true	non_hardcoded
Hex(1)HexNAc(2)Sulf(1) (ST)	S, T		None	H36C22N2O18S	H36C22N2O18S	1447	648.168383	true		true	non_hardcoded
Hex(1)HexNAc(3) (ST)	S, T		None	H49C30N3O20	H49C30N3O20	1582	771.290941	true		true	non_hardcoded
Hex(1)HexNAc(3)NeuAc(1) (ST)	S, T		None	H66C41N4O28	H66C41N4O28	1636	1062.386358	true		true	non_hardcoded
Hex(1)HexNAc(3)NeuAc(2) (ST)	S, T		None	H83C52N5O36	H83C52N5O36	1687	1353.481775	true		true	non_hardcoded
Hex(1)HexNAc(3)NeuGc(1) (ST)	S, T		None	H66C41N4O29	H66C41N4O29	1638	1078.381273	true		true	non_hardcoded
Hex(1)HexNAc(3)Sulf(1) (ST)	S, T		None	H49C30N3O23S	H49C30N3O23S	1598	851.247756	true		true	non_hardcoded
Hex(1)HexNAc(4)dHex(1)Sulf(1) (ST)	S, T		None	H72C44N4O32S	H72C44N4O32S	1948	1200.385037	true		true	non_hardcoded
Hex(1)NeuAc(1) (ST)	S, T		None	H27C17NO13	H27C17NO13	1431	453.14824	true		true	non_hardcoded
Hex(1)NeuAc(1)Pent(1) (ST)	S, T		None	H35C22NO17	H35C22NO17	1442	585.190499	true		true	non_hardcoded
Hex(1)NeuGc(1) (ST)	S, T		None	H27C17NO14	H27C17NO14	1432	469.143155	true		true	non_hardcoded
Hex(1)Pent(1) (ST)	S, T		None	H18C11O9	H18C11O9	1426	294.095082	true		true	non_hardcoded
Hex(1)Pent(2) (ST)	S, T		None	H26C16O13	H26C16O13	1428	426.137341	true		true	non_hardcoded
Hex(1)Pent(2)Me(1) (ST)	S, T		None	H28C17O13	H28C17O13	1933	440.152991	true		true	non_hardcoded
Hex(1)Pent(3) (ST)	S, T		None	H34C21O17	H34C21O17	1441	558.1796	true		true	non_hardcoded
Hex(1)Pent(3)Me(1) (ST)	S, T		None	H36C22O17	H36C22O17	1935	572.19525	true		true	non_hardcoded
Hex(10)HexNAc(1) (N)	N		None	H113C68NO55	H113C68NO55	1962	1823.607608	true		true	non_hardcoded
Hex(10)Phos(3) (ST)	S, T		None	H103C60O59P3	H103C60O59P3	1753	1860.427228	true		true	non_hardcoded
Hex(2) (K)	K		None	H20C12O10		512	324.105647	true	2Hx	true	non_hardcoded
Hex(2) (R)	R		None	H20C12O10		512	324.105647	true	2Hx	true	non_hardcoded
Hex(2) (ST)	S, T		None	H20C12O10	H20C12O10	512	324.105647	true	2Hx	true	non_hardcoded
Hex(2)HexA(1)HexNAc(1)Sulf(1) (ST)	S, T		None	H41C26NO24S	H41C26NO24S	1585	783.173922	true		true	non_hardcoded
Hex(2)HexA(1)NeuAc(1)Pent(1)Sulf(1) (ST)	S, T		None	H53C34NO31S	H53C34NO31S	1623	1003.232225	true		true	non_hardcoded
Hex(2)HexA(1)Pent(1)Sulf(1) (ST)	S, T		None	H36C23O23S	H36C23O23S	1572	712.136808	true		true	non_hardcoded
Hex(2)HexNAc(1) (N)	N		None	H33C20NO15	H33C20NO15	1438	527.18502	true		true	non_hardcoded
Hex(2)HexNAc(1) (ST)	S, T		None	H33C20NO15	H33C20NO15	1438	527.18502	true		true	non_hardcoded
Hex(2)HexNAc(1)Me(1) (ST)	S, T		None	H35C21NO15	H35C21NO15	1440	541.20067	true		true	non_hardcoded
Hex(2)HexNAc(1)NeuGc(1) (ST)	S, T		None	H50C31N2O24	H50C31N2O24	1595	834.275351	true		true	non_hardcoded
Hex(2)HexNAc(1)NeuGc(2) (ST)	S, T		None	H67C42N3O33	H67C42N3O33	1647	1141.365682	true		true	non_hardcoded
Hex(2)HexNAc(1)NeuGc(3) (ST)	S, T		None	H84C53N4O42	H84C53N4O42	1705	1448.456013	true		true	non_hardcoded
Hex(2)HexNAc(1)NeuGc(4) (ST)	S, T		None	H101C64N5O51	H101C64N5O51	1744	1755.546345	true		true	non_hardcoded
Hex(2)HexNAc(1)Pent(1)HexA(1) (ST)	S, T		None	H49C31NO25	H49C31NO25	1939	835.259366	true		true	non_hardcoded
Hex(2)HexNAc(1)Sulf(1) (ST)	S, T		None	H33C20NO18S	H33C20NO18S	1443	607.141834	true		true	non_hardcoded
Hex(2)HexNAc(2) (N)	N		None	H46C28N2O20	H46C28N2O20	153	730.264392	true	1K2	true	non_hardcoded
Hex(2)HexNAc(2) (ST)	S, T		None	H46C28N2O20	H46C28N2O20	153	730.264392	true	1K2	true	non_hardcoded
Hex(2)HexNAc(2)dHex(1) (N)	N		None	H56C34N2O24	H56C34N2O24	158	876.322301	true	K2F	true	non_hardcoded
Hex(2)HexNAc(2)dHex(1) (ST)	S, T		None	H56C34N2O24	H56C34N2O24	158	876.322301	true	K2F	true	non_hardcoded
Hex(2)HexNAc(2)NeuAc(1) (N)	N		None	H63C39N3O28	H63C39N3O28	1450	1021.359809	true		true	non_hardcoded
Hex(2)HexNAc(2)NeuAc(1) (ST)	S, T		None	H63C39N3O28	H63C39N3O28	1450	1021.359809	true		true	non_hardcoded
Hex(2)HexNAc(2)NeuAc(1)Sulf(1) (ST)	S, T		None	H63C39N3O31S	H63C39N3O31S	1642	1101.316623	true		true	non_hardcoded
Hex(2)HexNAc(2)NeuAc(2) (ST)	S, T		None	H80C50N4O36	H80C50N4O36	1681	1312.455225	true		true	non_hardcoded
Hex(2)HexNAc(2)NeuAc(2)Sulf(1) (ST)	S, T		None	H80C50N4O39S	H80C50N4O39S	1694	1392.41204	true		true	non_hardcoded
Hex(2)HexNAc(2)NeuGc(1) (ST)	S, T		None	H63C39N3O29	H63C39N3O29	1631	1037.354723	true		true	non_hardcoded
Hex(2)HexNAc(2)Pent(1) (N)	N		None	H54C33N2O24	H54C33N2O24	157	862.306651	true	K2P	true	non_hardcoded
Hex(2)HexNAc(2)Sulf(1) (ST)	S, T		None	H46C28N2O23S	H46C28N2O23S	1589	810.221207	true		true	non_hardcoded
Hex(2)HexNAc(3) (N)	N		None	H59C36N3O25	H59C36N3O25	1610	933.343765	true		true	non_hardcoded
Hex(2)HexNAc(3) (ST)	S, T		None	H59C36N3O25	H59C36N3O25	1610	933.343765	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuAc(1)NeuGc(1) (ST)	S, T		None	H93C58N5O42	H93C58N5O42	1720	1531.529513	true		true	non_hardcoded
